UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],falha_real,conjunto,faixa_desgaste
8737,L,297.3,308.7,1491,40.2,112,0,validacao,100-199 min
8738,L,297.3,308.7,1556,36.7,114,0,treino,100-199 min
8739,L,297.3,308.7,1531,36.7,116,0,teste,100-199 min
8740,H,297.4,308.7,1429,37.6,118,0,treino,100-199 min
8741,M,297.4,308.8,1573,33.9,123,0,treino,100-199 min
8742,L,297.4,308.8,1538,41.2,126,0,treino,100-199 min
8743,L,297.4,308.8,1467,39,128,0,teste,100-199 min
8744,H,297.4,308.7,1323,51.1,130,0,teste,100-199 min
8745,M,297.4,308.7,1798,23,135,0,teste,100-199 min
8746,L,297.4,308.6,1411,46.3,138,0,treino,100-199 min
8747,L,297.3,308.5,1528,44.5,140,0,treino,100-199 min
8748,L,297.3,308.5,1504,42,142,0,treino,100-199 min
8749,L,297.3,308.5,1384,39.6,144,0,teste,100-199 min
8750,L,297.2,308.4,1677,26.4,146,0,teste,100-199 min
8751,L,297.3,308.5,1764,30.8,148,0,validacao,100-199 min
8752,M,297.4,308.5,1472,42,150,0,teste,100-199 min
8753,M,297.4,308.5,1465,55.9,153,0,treino,100-199 min
8754,M,297.4,308.6,1657,33.1,156,0,treino,100-199 min
8755,L,297.4,308.6,1635,30.5,159,0,treino,100-199 min
8756,M,297.4,308.7,1582,31.9,161,0,treino,100-199 min
8757,L,297.5,308.7,1761,26.2,164,0,validacao,100-199 min
8758,L,297.5,308.8,1587,34.9,166,0,treino,100-199 min
8759,M,297.5,308.7,1446,53,168,0,treino,100-199 min
8760,M,297.5,308.7,1352,53,171,0,teste,100-199 min
8761,M,297.4,308.7,1392,46.4,174,0,teste,100-199 min
8762,L,297.5,308.8,1417,49.8,177,0,validacao,100-199 min
8763,H,297.5,308.8,1824,24,179,0,treino,100-199 min
8764,L,297.5,308.8,1603,36.7,184,0,treino,100-199 min
8765,L,297.4,308.8,1620,33.4,186,0,treino,100-199 min
8766,L,297.4,308.8,1353,49.4,188,0,teste,100-199 min
8767,L,297.5,308.8,1360,50.7,190,0,treino,100-199 min
8768,L,297.5,308.6,1380,53.5,192,0,validacao,100-199 min
8769,M,297.5,308.7,1363,53.6,194,0,treino,100-199 min
8770,M,297.4,308.6,1452,41.2,197,0,treino,100-199 min
8771,L,297.4,308.6,1680,32.8,200,0,treino,200+ min
8772,L,297.5,308.6,1536,39,202,0,treino,200+ min
8773,L,297.5,308.6,1621,28.9,0,0,treino,0-99 min
8774,L,297.5,308.6,1585,37.6,2,0,treino,0-99 min
8775,M,297.6,308.7,1408,51.5,4,0,treino,0-99 min
8776,H,297.5,308.6,1536,38.7,7,0,treino,0-99 min
8777,L,297.5,308.6,1352,52.6,12,0,treino,0-99 min
8778,H,297.5,308.6,1481,38.8,14,0,treino,0-99 min
8779,L,297.5,308.7,1454,45,19,0,treino,0-99 min
8780,M,297.5,308.6,1349,51.5,21,0,validacao,0-99 min
8781,M,297.5,308.6,1327,52.1,24,0,treino,0-99 min
8782,L,297.6,308.7,1552,42.3,27,0,treino,0-99 min
8783,L,297.5,308.7,1456,44.7,29,0,treino,0-99 min
8784,M,297.6,308.6,1254,45.8,31,0,validacao,0-99 min
8785,L,297.5,308.6,1437,43.3,34,0,validacao,0-99 min
8786,L,297.5,308.6,1694,27.1,36,0,treino,0-99 min
8787,L,297.5,308.5,1306,50.7,38,0,treino,0-99 min
8788,M,297.5,308.5,1699,30.1,40,0,teste,0-99 min
8789,L,297.4,308.5,1369,53.2,43,0,validacao,0-99 min
8790,L,297.4,308.5,1471,43.9,45,0,treino,0-99 min
8791,L,297.4,308.5,1410,43.9,47,0,treino,0-99 min
8792,M,297.4,308.5,1412,45.5,49,0,validacao,0-99 min
8793,L,297.4,308.5,1418,51.2,52,0,teste,0-99 min
8794,L,297.4,308.5,1782,25.9,54,0,validacao,0-99 min
8795,M,297.4,308.5,1497,36.4,56,0,treino,0-99 min
8796,L,297.3,308.4,1459,39.4,59,0,treino,0-99 min
8797,L,297.2,308.3,1796,23.8,61,0,treino,0-99 min
8798,L,297.2,308.3,1569,31.2,63,0,treino,0-99 min
8799,L,297.3,308.4,1469,46.7,65,0,treino,0-99 min
8800,L,297.3,308.4,1472,41.3,67,0,teste,0-99 min
8801,L,297.4,308.5,1475,47.2,69,0,treino,0-99 min
8802,L,297.4,308.6,1488,36.4,71,0,teste,0-99 min
8803,L,297.4,308.6,1524,43.1,73,0,treino,0-99 min
8804,L,297.4,308.5,1486,48.6,75,0,treino,0-99 min
8805,M,297.5,308.6,1255,60.7,77,0,teste,0-99 min
8806,M,297.4,308.6,1469,42.6,80,0,treino,0-99 min
8807,L,297.4,308.5,1692,34.3,83,0,treino,0-99 min
8808,M,297.4,308.6,1604,32.8,85,0,validacao,0-99 min
8809,L,297.4,308.6,1446,48.1,88,0,treino,0-99 min
8810,L,297.3,308.5,1503,43.3,90,0,treino,0-99 min
8811,M,297.3,308.5,1625,32.8,92,0,treino,0-99 min
8812,L,297.2,308.5,1574,35.8,95,0,treino,0-99 min
8813,M,297.2,308.4,1378,41.9,97,0,teste,0-99 min
8814,L,297.1,308.4,1693,29.5,100,0,treino,100-199 min
8815,L,297.2,308.4,1462,51.2,102,0,treino,100-199 min
8816,H,297.3,308.5,1435,55,104,0,treino,100-199 min
8817,M,297.2,308.5,1425,45.8,109,0,treino,100-199 min
8818,H,297.3,308.6,1376,53.5,112,0,treino,100-199 min
8819,M,297.4,308.7,1481,48,117,0,treino,100-199 min
8820,H,297.4,308.7,1349,48.9,120,0,treino,100-199 min
8821,L,297.3,308.7,1551,40,125,0,treino,100-199 min
8822,H,297.4,308.7,1623,33.8,127,0,treino,100-199 min
8823,L,297.4,308.8,1462,49.7,132,0,treino,100-199 min
8824,M,297.3,308.8,1447,57.4,134,0,validacao,100-199 min
8825,M,297.3,308.9,1799,24.5,137,0,treino,100-199 min
8826,M,297.3,308.8,1548,41.3,140,0,treino,100-199 min
8827,M,297.2,308.8,1485,47.9,143,0,teste,100-199 min
8828,L,297.2,308.7,1463,49.9,146,0,teste,100-199 min
8829,L,297.3,308.7,1587,35.8,148,0,treino,100-199 min
8830,M,297.3,308.8,1469,44.1,150,0,validacao,100-199 min
8831,H,297.3,308.7,1430,42.8,153,0,treino,100-199 min
8832,H,297.4,308.7,1726,26.8,158,0,teste,100-199 min
8833,L,297.4,308.8,1651,34.1,163,0,treino,100-199 min
8834,L,297.4,308.8,1529,41.3,165,0,treino,100-199 min
8835,L,297.4,308.8,1473,46.2,167,0,teste,100-199 min
8836,H,297.4,308.8,1324,53.5,169,0,validacao,100-199 min
8837,L,297.4,308.9,1708,28.8,174,0,treino,100-199 min
8838,M,297.5,309.1,1540,38.5,176,0,treino,100-199 min
8839,L,297.5,309,1320,54.7,179,0,teste,100-199 min
8840,M,297.4,308.9,1376,39,181,0,treino,100-199 min
8841,M,297.3,308.7,1542,37,184,0,treino,100-199 min
8842,L,297.3,308.7,1506,39.3,187,0,treino,100-199 min
8843,L,297.3,308.7,1492,43.6,189,0,teste,100-199 min
8844,H,297.3,308.8,1564,38,191,0,treino,100-199 min
8845,H,297.4,308.9,1645,30.8,196,0,teste,100-199 min
8846,M,297.4,308.9,1348,59.1,201,0,validacao,200+ min
8847,M,297.4,308.8,1325,62.4,204,1,teste,200+ min
8848,L,297.5,308.9,1443,43.5,0,0,treino,0-99 min
8849,M,297.5,308.9,1436,44.8,2,0,validacao,0-99 min
8850,L,297.5,308.9,1596,30.7,5,0,teste,0-99 min
8851,L,297.6,309,1491,43.2,7,0,treino,0-99 min
8852,M,297.7,308.9,1573,35.1,9,0,treino,0-99 min
8853,L,297.7,308.9,1575,39.9,12,0,validacao,0-99 min
8854,L,297.7,308.9,1458,41.1,14,0,treino,0-99 min
8855,M,297.7,309,1433,41.8,16,0,treino,0-99 min
8856,L,297.7,308.9,1662,28.1,19,0,treino,0-99 min
8857,M,297.7,308.9,1327,63.7,21,0,validacao,0-99 min
8858,L,297.7,308.9,1742,26.3,24,0,treino,0-99 min
8859,L,297.8,308.9,1506,33.5,26,0,treino,0-99 min
8860,L,297.9,309.1,1457,44.4,28,0,validacao,0-99 min
8861,M,297.9,309.1,1488,37.3,30,0,treino,0-99 min
8862,L,297.9,309.1,1619,34.7,33,0,treino,0-99 min
8863,M,298,309.2,1558,41.7,35,0,validacao,0-99 min
8864,L,298,309.2,1731,28.7,38,0,treino,0-99 min
8865,M,298,309.1,1574,34.8,40,0,treino,0-99 min
8866,L,297.9,309,1290,49.8,43,0,teste,0-99 min
8867,H,297.9,308.9,1416,39.6,45,0,validacao,0-99 min
8868,L,297.9,308.9,1566,41.9,50,0,validacao,0-99 min
8869,L,297.9,309,1456,46.5,52,0,treino,0-99 min
8870,L,297.9,309,1528,37.5,54,0,treino,0-99 min
8871,M,297.9,309.1,1338,49.6,56,0,teste,0-99 min
8872,M,297.9,309.1,1558,39.2,59,0,treino,0-99 min
8873,M,297.9,309.1,1614,38.1,62,0,treino,0-99 min
8874,H,298,309.1,1557,36.4,65,0,treino,0-99 min
8875,L,298.1,309.3,1443,45.3,70,0,treino,0-99 min
8876,H,298.1,309.3,1332,51,72,0,treino,0-99 min
8877,M,298.1,309.3,1752,25.2,77,0,treino,0-99 min
8878,M,298.1,309.2,1460,45.8,80,0,validacao,0-99 min
8879,L,298.1,309.2,1802,26.9,83,0,validacao,0-99 min
8880,L,298,309.2,1527,39.5,85,0,treino,0-99 min
8881,L,298,309.2,1458,39.8,87,0,treino,0-99 min
8882,H,298,309.2,1520,37.9,89,0,validacao,0-99 min
8883,L,298,309.2,1378,49.7,94,0,validacao,0-99 min
8884,M,297.9,309.2,1529,38.1,96,0,teste,0-99 min
8885,L,298,309.2,1527,32.4,99,0,treino,0-99 min
8886,M,298,309.2,1438,42.9,101,0,treino,100-199 min
8887,L,297.9,309,1583,36.7,104,0,validacao,100-199 min
8888,L,297.8,308.9,1530,37.6,106,0,teste,100-199 min
8889,M,297.7,308.9,1530,39.1,108,0,treino,100-199 min
8890,M,297.7,308.8,2089,19.1,111,0,treino,100-199 min
8891,L,297.7,308.8,1616,34.2,114,0,validacao,100-199 min
8892,M,297.7,308.9,1681,28.3,116,0,treino,100-199 min
8893,L,297.6,308.8,1475,43,119,0,treino,100-199 min
8894,L,297.5,308.7,1371,46.5,121,0,teste,100-199 min
8895,M,297.5,308.7,1546,38,123,0,treino,100-199 min
8896,H,297.4,308.6,1461,40.1,126,0,teste,100-199 min
8897,L,297.4,308.7,1638,31.9,131,0,teste,100-199 min
8898,M,297.3,308.7,1577,35.6,133,0,treino,100-199 min
8899,L,297.4,308.6,1532,38.7,136,0,validacao,100-199 min
8900,M,297.3,308.5,1710,27.7,138,0,treino,100-199 min
8901,M,297.3,308.6,1584,29.4,141,0,validacao,100-199 min
8902,L,297.3,308.6,1446,50.1,144,0,teste,100-199 min
8903,H,297.4,308.7,1522,46.3,146,0,treino,100-199 min
8904,M,297.4,308.7,1382,49.9,151,0,treino,100-199 min
8905,L,297.4,308.7,1584,38.2,154,0,treino,100-199 min
8906,L,297.3,308.6,1385,55.2,156,0,treino,100-199 min
8907,L,297.3,308.7,1592,34.4,158,0,treino,100-199 min
8908,M,297.2,308.6,1404,43.7,160,0,treino,100-199 min
8909,L,297.2,308.5,1518,44.3,163,0,teste,100-199 min
8910,L,297.1,308.4,1529,40.4,165,0,treino,100-199 min
8911,L,297.1,308.4,1550,37,167,0,treino,100-199 min
8912,L,297.1,308.3,1773,23.8,169,0,teste,100-199 min
8913,L,297.2,308.5,1446,43.7,171,0,treino,100-199 min
8914,M,297.2,308.5,1487,46.9,173,0,validacao,100-199 min
8915,M,297.3,308.5,1524,49.3,176,0,validacao,100-199 min
8916,L,297.1,308.3,1403,54.1,179,0,treino,100-199 min
8917,L,297.1,308.2,2267,15.7,181,0,treino,100-199 min
8918,M,297.1,308.2,1529,37.9,183,0,treino,100-199 min
8919,L,297.1,308.2,1402,51.2,186,0,treino,100-199 min
8920,L,297.2,308.3,1693,28,188,0,validacao,100-199 min
8921,L,297.1,308.3,1496,45.8,190,0,treino,100-199 min
8922,L,297.1,308.1,1633,33.3,192,0,validacao,100-199 min
8923,L,297.1,308.2,1399,42.6,194,0,treino,100-199 min
8924,M,297,308.1,1363,45.3,196,0,treino,100-199 min
8925,H,297.1,308.2,1527,42.2,199,0,treino,100-199 min
8926,M,297.2,308.2,1405,42.5,204,0,teste,200+ min
8927,M,297.3,308.3,1459,59.6,207,1,treino,200+ min
8928,M,297.4,308.4,1789,25,210,0,treino,200+ min
8929,L,297.4,308.4,1531,41.5,213,0,validacao,200+ min
8930,M,297.4,308.4,1620,35.8,215,0,treino,200+ min
8931,L,297.4,308.4,1571,39.4,0,0,treino,0-99 min
8932,L,297.4,308.4,1434,39.9,2,0,treino,0-99 min
8933,L,297.4,308.4,1474,43.6,4,0,validacao,0-99 min
8934,M,297.3,308.3,1544,41.7,6,0,teste,0-99 min
8935,L,297.3,308.2,1601,35.7,9,0,teste,0-99 min
8936,L,297.4,308.3,1801,26.9,11,0,treino,0-99 min
8937,L,297.4,308.3,1465,42,13,0,treino,0-99 min
8938,M,297.4,308.4,1340,52.6,15,0,validacao,0-99 min
8939,M,297.4,308.4,1517,41,18,0,treino,0-99 min
8940,M,297.3,308.4,1434,44.8,21,0,teste,0-99 min
8941,H,297.3,308.3,1935,19.3,24,0,treino,0-99 min
8942,M,297.3,308.3,1595,32.2,29,0,treino,0-99 min
8943,L,297.3,308.3,2188,17,32,0,treino,0-99 min
8944,M,297.3,308.4,1449,44.4,34,0,treino,0-99 min
8945,L,297.3,308.3,1471,38.2,37,0,teste,0-99 min
8946,L,297.4,308.2,1639,33.8,39,0,treino,0-99 min
8947,M,297.3,308.2,1846,24.5,41,0,treino,0-99 min
8948,M,297.3,308.2,1452,38.2,44,0,treino,0-99 min
8949,M,297.4,308.3,1483,41.9,47,0,validacao,0-99 min
8950,L,297.4,308.3,1284,60.3,50,0,treino,0-99 min
8951,L,297.4,308.2,1419,50,52,0,treino,0-99 min
8952,L,297.3,308.1,1763,28.4,54,0,treino,0-99 min
8953,M,297.2,308,1478,42.5,56,0,treino,0-99 min
8954,L,297.3,308,1518,36,59,0,treino,0-99 min
8955,L,297.3,308,1447,49,61,0,treino,0-99 min
8956,M,297.4,308,1355,55.1,63,0,treino,0-99 min
8957,L,297.4,308.1,1348,57.4,66,0,validacao,0-99 min
8958,L,297.4,308.1,1348,53.7,68,0,teste,0-99 min
8959,M,297.4,308.1,1734,27.7,70,0,treino,0-99 min
8960,L,297.3,308,1420,46.5,73,0,treino,0-99 min
8961,L,297.3,307.9,1797,24.7,75,0,treino,0-99 min
8962,M,297.3,308,1403,45,77,0,treino,0-99 min
8963,L,297.3,307.9,1628,30.2,80,0,teste,0-99 min
8964,M,297.2,307.9,1687,30.4,82,0,treino,0-99 min
8965,M,297.2,307.9,1456,44.9,85,0,teste,0-99 min
8966,L,297.1,307.9,1496,44.7,88,0,validacao,0-99 min
8967,L,297.1,307.8,1636,30.3,90,0,validacao,0-99 min
8968,L,297.1,307.8,1536,40.4,92,0,teste,0-99 min
8969,L,297.1,307.8,1454,50.6,94,0,treino,0-99 min
8970,L,297,307.8,1396,50,96,0,treino,0-99 min
8971,L,297,307.6,1575,37.4,98,0,treino,0-99 min
8972,L,296.9,307.6,1514,35.7,100,0,teste,100-199 min
8973,M,296.8,307.4,1455,49.9,102,0,treino,100-199 min
8974,L,296.8,307.4,1549,48.3,105,0,validacao,100-199 min
8975,L,296.8,307.5,1474,42.4,107,0,treino,100-199 min
8976,H,296.7,307.4,1661,34.2,109,0,teste,100-199 min
8977,L,296.7,307.4,1535,34.6,114,0,teste,100-199 min
8978,M,296.9,307.5,1556,31.2,116,0,treino,100-199 min
8979,L,296.9,307.6,1435,45,119,0,treino,100-199 min
8980,M,296.9,307.5,1332,51.1,121,0,teste,100-199 min
8981,L,297,307.6,1513,42.4,124,0,treino,100-199 min
8982,L,297,307.7,1502,39.4,126,0,treino,100-199 min
8983,L,297,307.7,1315,60.1,128,0,treino,100-199 min
8984,M,297,307.7,1261,51.1,130,0,teste,100-199 min
8985,L,297.1,307.8,1406,60.4,133,0,treino,100-199 min
8986,L,297.1,307.8,1584,42.3,135,0,treino,100-199 min
8987,M,297.1,307.8,1443,43.9,137,0,teste,100-199 min
8988,L,297.2,307.9,1580,35.8,140,0,validacao,100-199 min
8989,L,297.2,307.9,1825,24.6,142,0,validacao,100-199 min
8990,L,297.2,307.9,1469,48.2,144,0,treino,100-199 min
8991,L,297.2,307.9,1493,38.4,146,0,validacao,100-199 min
8992,M,297.3,308,1598,29.4,148,0,teste,100-199 min
8993,H,297.2,307.9,1450,37.2,151,0,treino,100-199 min
8994,M,297.2,307.9,1632,37.5,156,0,treino,100-199 min
8995,M,297.1,307.9,1980,20.3,159,0,treino,100-199 min
8996,L,297.2,308,1474,43.7,162,0,treino,100-199 min
8997,L,297.2,307.9,1540,37.1,164,0,treino,100-199 min
8998,M,297.1,307.9,1609,38.9,166,0,teste,100-199 min
8999,L,297.1,308,1467,42.8,169,0,treino,100-199 min
9000,L,297.1,307.9,1492,39.4,171,0,treino,100-199 min
9001,L,297,307.9,1493,46.1,173,0,treino,100-199 min
9002,L,297,307.8,1500,39.9,175,0,teste,100-199 min
9003,L,297.1,307.8,1477,36.6,177,0,treino,100-199 min
9004,L,297.1,307.9,1342,49.1,179,0,treino,100-199 min
9005,M,297.1,307.8,1538,34.3,181,0,treino,100-199 min
9006,L,297.2,307.9,1337,58.1,184,0,treino,100-199 min
9007,L,297.3,307.9,1417,41.8,186,0,treino,100-199 min
9008,L,297.4,308,1383,46.2,188,0,treino,100-199 min
9009,M,297.4,308,1440,42.4,190,0,teste,100-199 min
9010,L,297.3,307.9,1579,34.4,193,0,validacao,100-199 min
9011,L,297.2,307.9,1441,40,195,0,treino,100-199 min
9012,M,297.2,307.9,1530,35.9,197,0,treino,100-199 min
9013,L,297.2,308,1705,26,200,0,treino,200+ min
9014,H,297.2,308,1435,43,202,0,treino,200+ min
9015,M,297.2,308.1,1340,61.3,207,1,treino,200+ min
9016,L,297.2,308.1,1431,49.7,210,1,teste,200+ min
9017,L,297.3,308.2,1396,52.7,212,1,teste,200+ min
9018,M,297.3,308.1,1369,52,214,0,treino,200+ min
9019,L,297.3,308.1,1615,35.4,217,1,treino,200+ min
9020,L,297.2,308.1,1662,31.3,0,0,teste,0-99 min
9021,L,297.3,308.2,1553,33.5,2,0,treino,0-99 min
9022,M,297.4,308.2,1536,34.6,4,0,treino,0-99 min
9023,L,297.4,308.3,1548,46.6,7,0,validacao,0-99 min
9024,L,297.4,308.3,1706,30.9,9,0,teste,0-99 min
9025,L,297.4,308.3,1366,45.5,11,0,treino,0-99 min
9026,L,297.5,308.4,1440,35.9,13,0,teste,0-99 min
9027,M,297.5,308.4,1685,28.1,15,0,treino,0-99 min
9028,M,297.4,308.3,1444,44,18,0,treino,0-99 min
9029,L,297.4,308.3,1395,48.7,21,0,validacao,0-99 min
9030,L,297.4,308.3,1483,38.8,23,0,validacao,0-99 min
9031,M,297.5,308.4,1403,44.3,25,0,treino,0-99 min
9032,H,297.5,308.4,1793,23.9,28,0,teste,0-99 min
9033,L,297.4,308.3,1723,28.8,33,0,treino,0-99 min
9034,L,297.4,308.2,1386,41,35,0,treino,0-99 min
9035,H,297.4,308.2,1585,46.2,37,0,validacao,0-99 min
9036,M,297.3,308.1,1731,27.7,42,0,validacao,0-99 min
9037,L,297.3,308.3,1519,37.7,45,0,treino,0-99 min
9038,L,297.3,308.2,1896,24.4,47,0,teste,0-99 min
9039,L,297.3,308.3,2358,14.9,49,0,teste,0-99 min
9040,M,297.3,308.3,1341,51.9,51,0,treino,0-99 min
9041,L,297.3,308.3,1550,37,54,0,treino,0-99 min
9042,L,297.3,308.3,1309,61.5,56,0,treino,0-99 min
9043,M,297.3,308.4,1599,32.9,58,0,teste,0-99 min
9044,L,297.4,308.4,1343,40,61,0,teste,0-99 min
9045,L,297.4,308.4,1378,39.9,63,0,treino,0-99 min
9046,L,297.4,308.4,1603,34.6,65,0,treino,0-99 min
9047,L,297.4,308.4,1664,28.1,67,0,treino,0-99 min
9048,L,297.3,308.4,1488,37.4,69,0,treino,0-99 min
9049,M,297.3,308.4,1370,50.5,71,0,treino,0-99 min
9050,L,297.3,308.5,1545,34.3,74,0,validacao,0-99 min
9051,M,297.4,308.5,1566,31.4,76,0,treino,0-99 min
9052,L,297.4,308.6,1820,24.6,79,0,treino,0-99 min
9053,M,297.4,308.6,1901,22.1,81,0,treino,0-99 min
9054,M,297.4,308.5,1638,32.2,84,0,validacao,0-99 min
9055,M,297.3,308.4,1521,38.2,87,0,teste,0-99 min
9056,H,297.3,308.4,1864,23.1,90,0,treino,0-99 min
9057,L,297.3,308.3,1430,41.9,95,0,treino,0-99 min
9058,M,297.3,308.4,1686,34.5,97,0,validacao,0-99 min
9059,M,297.2,308.3,1326,57.2,100,0,treino,100-199 min
9060,L,297.2,308.3,1805,25.6,103,0,treino,100-199 min
9061,H,297.2,308.3,1453,45.8,105,0,treino,100-199 min
9062,M,297.2,308.4,1863,26,110,0,treino,100-199 min
9063,L,297.2,308.3,1576,35.3,113,0,treino,100-199 min
9064,L,297.2,308.3,1419,39.7,115,0,treino,100-199 min
9065,L,297.2,308.4,1833,25.2,117,0,treino,100-199 min
9066,H,297.2,308.4,2182,17.3,119,0,treino,100-199 min
9067,L,297.2,308.3,1656,30.3,124,0,validacao,100-199 min
9068,L,297.1,308.2,1351,56.6,126,0,teste,100-199 min
9069,H,297.1,308.2,1790,30.3,128,0,treino,100-199 min
9070,M,297.2,308.2,1678,28.1,133,0,teste,100-199 min
9071,L,297.1,308.2,1427,45.2,136,0,treino,100-199 min
9072,L,297,308.1,1429,54,138,0,teste,100-199 min
9073,H,297.2,308.1,1770,27.2,140,0,treino,100-199 min
9074,L,297.2,308.1,1689,31.2,145,0,validacao,100-199 min
9075,M,297.2,308.1,1554,41.3,147,0,validacao,100-199 min
9076,L,297.3,308.1,1506,36,150,0,teste,100-199 min
9077,L,297.2,308.1,1474,44.3,152,0,teste,100-199 min
9078,L,297.3,308.1,1762,26.1,154,0,validacao,100-199 min
9079,L,297.3,308.1,1566,35.7,156,0,treino,100-199 min
9080,H,297.3,308.1,1554,42.4,158,0,teste,100-199 min
9081,L,297.2,308,1869,25.4,163,0,treino,100-199 min
9082,L,297.3,308,1527,35.1,165,0,treino,100-199 min
9083,L,297.2,307.9,1309,49.6,167,0,validacao,100-199 min
9084,M,297.2,307.9,1541,35.7,169,0,treino,100-199 min
9085,L,297.2,307.9,1326,75.4,172,1,validacao,100-199 min
9086,H,297.1,307.9,1365,54,174,0,treino,100-199 min
9087,L,297.1,307.8,1428,43.7,179,0,treino,100-199 min
9088,L,297.1,307.8,1681,27.6,181,0,validacao,100-199 min
9089,M,297.1,307.9,1662,26.9,183,0,validacao,100-199 min
9090,L,297.2,307.9,1989,20.3,186,0,validacao,100-199 min
9091,M,297.2,307.9,1747,29,188,0,treino,100-199 min
9092,M,297.2,308,1765,31.1,191,0,teste,100-199 min
9093,L,297.3,308.1,1568,34.4,194,0,validacao,100-199 min
9094,M,297.3,308.1,1709,30.6,196,0,treino,100-199 min
9095,M,297.3,308.1,1370,58.8,199,0,treino,100-199 min
9096,L,297.3,308.1,1458,45.7,202,0,treino,200+ min
9097,L,297.2,308.1,1712,30.9,204,0,treino,200+ min
9098,L,297.3,308.1,1642,36.9,206,0,validacao,200+ min
9099,L,297.3,308.1,1468,49.8,0,0,treino,0-99 min
9100,H,297.3,308.1,1477,52.3,2,0,treino,0-99 min
9101,L,297.3,308.2,1446,53.5,7,0,treino,0-99 min
9102,H,297.3,308.2,1653,31.4,9,0,treino,0-99 min
9103,L,297.3,308.3,1494,38.2,14,0,treino,0-99 min
9104,L,297.3,308.2,1490,41,16,0,treino,0-99 min
9105,M,297.4,308.3,1550,47.8,18,0,teste,0-99 min
9106,M,297.3,308.2,1677,34.9,21,0,treino,0-99 min
9107,L,297.4,308.3,1854,21.8,24,0,treino,0-99 min
9108,M,297.5,308.5,1662,30.3,26,0,treino,0-99 min
9109,M,297.5,308.6,1440,38.8,29,0,teste,0-99 min
9110,L,297.5,308.6,1513,39.7,32,0,teste,0-99 min
9111,M,297.6,308.6,1389,49,34,0,validacao,0-99 min
9112,L,297.6,308.6,1351,51,37,0,treino,0-99 min
9113,M,297.6,308.6,1482,38.3,39,0,treino,0-99 min
9114,L,297.6,308.6,1744,28.5,42,0,treino,0-99 min
9115,L,297.6,308.7,1476,39,44,0,teste,0-99 min
9116,M,297.6,308.6,1444,48.2,46,0,treino,0-99 min
9117,H,297.6,308.7,1659,32.1,49,0,validacao,0-99 min
9118,M,297.6,308.7,1475,46.6,54,0,treino,0-99 min
9119,L,297.6,308.6,1526,42.1,57,0,validacao,0-99 min
9120,M,297.4,308.4,1675,29.5,59,0,treino,0-99 min
9121,L,297.4,308.4,1525,38.7,62,0,treino,0-99 min
9122,L,297.3,308.3,1396,45.9,64,0,treino,0-99 min
9123,L,297.4,308.4,1580,41.2,66,0,teste,0-99 min
9124,L,297.4,308.5,1462,42.8,68,0,validacao,0-99 min
9125,L,297.4,308.4,1426,50.4,70,0,validacao,0-99 min
9126,L,297.4,308.5,1569,34.2,72,0,treino,0-99 min
9127,L,297.4,308.5,1477,40.7,74,0,teste,0-99 min
9128,L,297.4,308.5,1761,27.2,76,0,teste,0-99 min
9129,M,297.5,308.6,1486,45.9,78,0,treino,0-99 min
9130,L,297.6,308.6,1664,30.1,81,0,validacao,0-99 min
9131,L,297.6,308.6,1576,32.7,83,0,teste,0-99 min
9132,H,297.6,308.6,1463,46.7,85,0,treino,0-99 min
9133,M,297.6,308.6,1585,42,90,0,treino,0-99 min
9134,L,297.7,308.7,1479,45.7,93,0,validacao,0-99 min
9135,L,297.7,308.7,1449,40.2,95,0,treino,0-99 min
9136,H,297.7,308.8,1404,50.3,97,0,teste,0-99 min
9137,L,297.7,308.7,1694,29.1,102,0,treino,100-199 min
9138,L,297.7,308.7,1731,28.4,104,0,teste,100-199 min
9139,L,297.6,308.6,1522,37,106,0,validacao,100-199 min
9140,L,297.5,308.5,1536,36.9,108,0,treino,100-199 min
9141,L,297.5,308.5,1373,39.9,110,0,validacao,100-199 min
9142,L,297.5,308.5,1597,36.4,112,0,treino,100-199 min
9143,L,297.6,308.5,1678,34.2,114,0,treino,100-199 min
9144,L,297.6,308.5,1452,42.6,116,0,treino,100-199 min
9145,M,297.5,308.5,1447,41.6,118,0,validacao,100-199 min
9146,L,297.6,308.5,1574,37.1,121,0,treino,100-199 min
9147,L,297.6,308.6,1528,40,123,0,teste,100-199 min
9148,L,297.7,308.7,1688,27.2,125,0,treino,100-199 min
9149,L,297.6,308.6,1393,40.4,127,0,validacao,100-199 min
9150,M,297.5,308.6,1429,50.5,129,0,treino,100-199 min
9151,M,297.5,308.6,1347,57,132,0,treino,100-199 min
9152,L,297.6,308.6,1553,40.5,135,0,treino,100-199 min
9153,L,297.5,308.6,1260,53.6,137,0,treino,100-199 min
9154,L,297.5,308.6,1546,33.8,139,0,treino,100-199 min
9155,L,297.5,308.6,1596,36,141,0,treino,100-199 min
9156,L,297.5,308.5,1340,57.4,143,0,validacao,100-199 min
9157,M,297.5,308.4,1369,54.8,145,0,treino,100-199 min
9158,L,297.5,308.5,1462,52.3,148,0,validacao,100-199 min
9159,H,297.4,308.4,1487,46.2,150,0,validacao,100-199 min
9160,M,297.5,308.6,1510,35.5,155,0,teste,100-199 min
9161,H,297.5,308.5,1671,28,158,0,teste,100-199 min
9162,M,297.5,308.5,1612,30,163,0,treino,100-199 min
