UDI,conjunto
6930,treino
6931,teste
6932,teste
6933,validacao
6934,teste
6935,treino
6936,validacao
6937,treino
6938,treino
6939,treino
6940,treino
6941,treino
6942,treino
6943,teste
6944,validacao
6945,teste
6946,teste
6947,treino
6948,treino
6949,treino
6950,validacao
6951,treino
6952,treino
6953,teste
6954,treino
6955,teste
6956,treino
6957,treino
6958,validacao
6959,validacao
6960,treino
6961,validacao
6962,treino
6963,validacao
6964,validacao
6965,treino
6966,treino
6967,treino
6968,treino
6969,treino
6970,treino
6971,validacao
6972,teste
6973,treino
6974,treino
6975,treino
6976,treino
6977,treino
6978,treino
6979,treino
6980,teste
6981,treino
6982,teste
6983,treino
6984,validacao
6985,treino
6986,treino
6987,teste
6988,validacao
6989,treino
6990,treino
6991,validacao
6992,treino
6993,validacao
6994,treino
6995,validacao
6996,treino
6997,treino
6998,validacao
6999,treino
7000,validacao
7001,teste
7002,treino
7003,treino
7004,treino
7005,treino
7006,treino
7007,treino
7008,treino
7009,validacao
7010,teste
7011,teste
7012,teste
7013,treino
7014,treino
7015,treino
7016,teste
7017,teste
7018,teste
7019,validacao
7020,treino
7021,validacao
7022,treino
7023,treino
7024,treino
7025,validacao
7026,validacao
7027,treino
7028,teste
7029,validacao
7030,treino
7031,validacao
7032,validacao
7033,treino
7034,treino
7035,treino
7036,treino
7037,treino
7038,validacao
7039,treino
7040,treino
7041,treino
7042,teste
7043,treino
7044,treino
7045,treino
7046,teste
7047,teste
7048,treino
7049,validacao
7050,treino
7051,treino
7052,teste
7053,validacao
7054,treino
7055,validacao
7056,teste
7057,teste
7058,treino
7059,treino
7060,validacao
7061,treino
7062,treino
7063,teste
7064,validacao
7065,treino
7066,treino
7067,teste
7068,treino
7069,treino
7070,validacao
7071,treino
7072,treino
7073,treino
7074,treino
7075,treino
7076,treino
7077,treino
7078,treino
7079,teste
7080,treino
7081,teste
7082,validacao
7083,validacao
7084,validacao
7085,treino
7086,treino
7087,teste
7088,teste
7089,treino
7090,treino
7091,teste
7092,treino
7093,validacao
7094,teste
7095,teste
7096,treino
7097,treino
7098,treino
7099,validacao
7100,treino
7101,teste
7102,validacao
7103,treino
7104,treino
7105,treino
7106,validacao
7107,treino
7108,validacao
7109,validacao
7110,treino
7111,treino
7112,treino
7113,treino
7114,treino
7115,teste
7116,teste
7117,treino
7118,validacao
7119,validacao
7120,treino
7121,treino
7122,treino
7123,treino
7124,treino
7125,treino
7126,validacao
7127,treino
7128,treino
7129,validacao
7130,treino
7131,treino
7132,treino
7133,treino
7134,teste
7135,treino
7136,treino
7137,treino
7138,treino
7139,treino
7140,treino
7141,treino
7142,treino
7143,treino
7144,treino
7145,teste
7146,treino
7147,treino
7148,treino
7149,validacao
7150,treino
7151,treino
7152,treino
7153,treino
7154,validacao
7155,teste
7156,treino
7157,treino
7158,validacao
7159,treino
7160,validacao
7161,treino
7162,treino
7163,teste
7164,teste
7165,treino
7166,treino
7167,treino
7168,treino
7169,treino
7170,teste
7171,validacao
7172,treino
7173,treino
7174,teste
7175,teste
7176,teste
7177,teste
7178,teste
7179,treino
7180,treino
7181,teste
7182,treino
7183,treino
7184,treino
7185,treino
7186,treino
7187,treino
7188,teste
7189,validacao
7190,treino
7191,treino
7192,treino
7193,teste
7194,validacao
7195,treino
7196,treino
7197,validacao
7198,treino
7199,treino
7200,teste
7201,validacao
7202,validacao
7203,treino
7204,treino
7205,treino
7206,validacao
7207,teste
7208,validacao
7209,treino
7210,treino
7211,treino
7212,treino
7213,validacao
7214,validacao
7215,validacao
7216,treino
7217,treino
7218,validacao
7219,teste
7220,teste
7221,teste
7222,treino
7223,validacao
7224,teste
7225,treino
7226,teste
7227,teste
7228,validacao
7229,treino
7230,treino
7231,teste
7232,teste
7233,validacao
7234,treino
7235,treino
7236,treino
7237,treino
7238,treino
7239,treino
7240,treino
7241,validacao
7242,validacao
7243,teste
7244,treino
7245,treino
7246,validacao
7247,validacao
7248,treino
7249,teste
7250,validacao
7251,treino
7252,treino
7253,teste
7254,teste
7255,validacao
7256,treino
7257,treino
7258,treino
7259,treino
7260,validacao
7261,treino
7262,treino
7263,teste
7264,teste
7265,validacao
7266,treino
7267,validacao
7268,treino
7269,teste
7270,treino
7271,teste
7272,treino
7273,validacao
7274,treino
7275,validacao
7276,treino
7277,treino
7278,treino
7279,teste
7280,validacao
7281,treino
7282,treino
7283,treino
7284,treino
7285,treino
7286,teste
7287,treino
7288,teste
7289,teste
7290,treino
7291,treino
7292,validacao
7293,teste
7294,teste
7295,treino
7296,validacao
7297,treino
7298,teste
7299,validacao
7300,treino
7301,treino
7302,treino
7303,treino
7304,validacao
7305,treino
7306,teste
7307,treino
7308,treino
7309,treino
7310,teste
7311,teste
7312,treino
7313,teste
7314,teste
7315,validacao
7316,treino
7317,validacao
7318,treino
7319,teste
7320,validacao
7321,validacao
7322,treino
7323,treino
7324,validacao
7325,teste
7326,treino
7327,teste
7328,treino
7329,validacao
7330,treino
7331,validacao
7332,validacao
7333,treino
7334,treino
7335,treino
7336,teste
7337,treino
7338,treino
7339,treino
7340,teste
7341,teste
7342,validacao
7343,teste
7344,treino
7345,treino
7346,teste
7347,validacao
7348,treino
7349,treino
7350,treino
7351,treino
7352,treino
7353,teste
7354,treino
7355,treino
7356,treino
7357,treino
7358,treino
7359,treino
7360,validacao
7361,treino
7362,treino
7363,teste
7364,treino
7365,validacao
7366,treino
7367,teste
7368,validacao
7369,treino
7370,treino
7371,treino
7372,treino
7373,treino
7374,teste
7375,validacao
7376,treino
7377,validacao
7378,treino
7379,validacao
7380,treino
7381,treino
7382,teste
7383,teste
7384,treino
7385,teste
7386,teste
7387,validacao
7388,treino
7389,validacao
7390,validacao
7391,treino
7392,treino
7393,treino
7394,treino
7395,treino
7396,teste
7397,treino
7398,teste
7399,teste
7400,treino
7401,teste
7402,treino
7403,teste
7404,treino
7405,teste
7406,validacao
7407,treino
7408,teste
7409,teste
7410,teste
7411,treino
7412,treino
7413,treino
7414,treino
7415,validacao
7416,treino
7417,treino
7418,treino
7419,treino
7420,treino
7421,validacao
7422,teste
7423,treino
7424,teste
7425,teste
7426,treino
7427,treino
7428,treino
7429,treino
7430,treino
7431,treino
7432,teste
7433,treino
7434,validacao
7435,treino
7436,teste
7437,treino
7438,treino
7439,treino
7440,treino
7441,treino
7442,teste
7443,teste
7444,validacao
7445,treino
7446,treino
7447,treino
7448,treino
7449,teste
7450,treino
7451,treino
7452,treino
7453,teste
7454,validacao
7455,validacao
7456,treino
7457,treino
7458,validacao
7459,validacao
7460,teste
7461,validacao
7462,treino
7463,treino
7464,teste
7465,treino
7466,treino
7467,treino
7468,treino
7469,teste
7470,validacao
7471,teste
7472,treino
7473,treino
7474,validacao
7475,teste
7476,validacao
7477,teste
7478,treino
7479,validacao
7480,treino
7481,teste
7482,treino
7483,treino
7484,treino
7485,validacao
7486,treino
7487,treino
7488,treino
7489,treino
7490,treino
7491,teste
7492,treino
7493,teste
7494,treino
7495,treino
7496,treino
7497,treino
7498,treino
7499,teste
7500,teste
7501,treino
7502,treino
7503,teste
7504,validacao
7505,treino
7506,teste
7507,validacao
7508,treino
7509,treino
7510,treino
7511,treino
7512,validacao
7513,treino
7514,validacao
7515,treino
7516,validacao
7517,validacao
7518,validacao
7519,teste
7520,treino
7521,validacao
7522,treino
7523,treino
7524,validacao
7525,treino
7526,teste
7527,teste
7528,teste
7529,treino
7530,treino
7531,treino
7532,teste
7533,validacao
7534,treino
7535,treino
7536,treino
7537,treino
7538,validacao
7539,treino
7540,treino
7541,teste
7542,validacao
7543,treino
7544,validacao
7545,validacao
7546,treino
7547,treino
7548,treino
7549,treino
7550,treino
7551,treino
7552,validacao
7553,treino
7554,teste
7555,treino
7556,treino
7557,treino
7558,teste
7559,treino
7560,validacao
7561,treino
7562,teste
7563,validacao
7564,treino
7565,treino
7566,treino
7567,treino
7568,validacao
7569,teste
7570,treino
7571,treino
7572,treino
7573,treino
7574,teste
7575,teste
7576,treino
7577,teste
7578,treino
7579,treino
7580,treino
7581,teste
7582,treino
7583,treino
7584,teste
7585,treino
7586,treino
7587,treino
7588,validacao
7589,validacao
7590,treino
7591,treino
7592,treino
7593,treino
7594,treino
7595,treino
7596,validacao
7597,treino
7598,treino
7599,validacao
7600,treino
7601,treino
7602,validacao
7603,teste
7604,teste
7605,treino
7606,teste
7607,treino
7608,treino
7609,treino
7610,validacao
7611,treino
7612,treino
7613,validacao
7614,treino
7615,treino
7616,treino
7617,validacao
7618,teste
7619,treino
7620,treino
7621,treino
7622,teste
7623,treino
7624,treino
7625,validacao
7626,treino
7627,treino
7628,treino
7629,validacao
7630,validacao
7631,teste
7632,treino
7633,treino
7634,treino
7635,teste
7636,treino
7637,treino
7638,validacao
7639,treino
7640,validacao
7641,treino
7642,teste
7643,teste
7644,treino
7645,treino
7646,treino
7647,treino
7648,treino
7649,teste
7650,validacao
7651,treino
7652,teste
7653,treino
7654,treino
7655,validacao
7656,treino
7657,treino
7658,validacao
7659,treino
7660,teste
7661,treino
7662,treino
7663,teste
7664,treino
7665,treino
7666,treino
7667,validacao
7668,treino
7669,validacao
7670,treino
7671,treino
7672,treino
7673,validacao
7674,validacao
7675,treino
7676,validacao
7677,treino
7678,teste
7679,treino
7680,treino
7681,teste
7682,treino
7683,teste
7684,treino
7685,teste
7686,treino
7687,treino
7688,treino
7689,treino
7690,treino
7691,validacao
7692,treino
7693,treino
7694,teste
7695,treino
7696,treino
7697,treino
7698,teste
7699,treino
7700,treino
7701,treino
7702,teste
7703,teste
7704,treino
7705,treino
7706,validacao
7707,treino
7708,treino
7709,treino
7710,treino
7711,validacao
7712,teste
7713,teste
7714,treino
7715,teste
7716,treino
7717,treino
7718,teste
7719,validacao
7720,treino
7721,treino
7722,treino
7723,treino
7724,validacao
7725,treino
7726,treino
7727,treino
7728,validacao
7729,treino
7730,validacao
7731,teste
7732,treino
7733,treino
7734,treino
7735,treino
7736,validacao
7737,teste
7738,treino
7739,validacao
7740,teste
7741,treino
7742,treino
7743,teste
7744,validacao
7745,validacao
7746,treino
7747,treino
7748,treino
7749,teste
7750,treino
7751,validacao
7752,validacao
7753,validacao
7754,treino
7755,treino
7756,treino
7757,treino
7758,treino
7759,validacao
7760,treino
7761,treino
7762,validacao
7763,treino
7764,validacao
7765,treino
7766,validacao
7767,treino
7768,treino
7769,treino
7770,teste
7771,validacao
7772,treino
7773,treino
7774,validacao
7775,validacao
7776,teste
7777,treino
7778,treino
7779,validacao
7780,teste
7781,treino
7782,validacao
7783,teste
7784,validacao
7785,validacao
7786,teste
7787,teste
7788,teste
7789,treino
7790,treino
7791,teste
7792,treino
7793,validacao
7794,treino
7795,treino
7796,treino
7797,treino
7798,validacao
7799,treino
7800,treino
7801,validacao
7802,treino
7803,treino
7804,treino
7805,treino
7806,teste
7807,treino
7808,teste
7809,treino
7810,teste
7811,treino
7812,treino
7813,treino
7814,treino
7815,teste
7816,teste
7817,treino
7818,treino
7819,treino
7820,treino
7821,treino
7822,treino
7823,teste
7824,treino
7825,treino
7826,treino
7827,treino
7828,treino
7829,validacao
7830,validacao
7831,validacao
7832,treino
7833,treino
7834,treino
7835,treino
7836,treino
7837,treino
7838,treino
7839,treino
7840,teste
7841,treino
7842,validacao
7843,teste
7844,validacao
7845,teste
7846,treino
7847,treino
7848,treino
7849,validacao
7850,teste
7851,treino
7852,teste
7853,teste
7854,treino
7855,treino
7856,treino
7857,validacao
7858,teste
7859,teste
7860,treino
7861,validacao
7862,teste
7863,treino
7864,validacao
7865,treino
7866,validacao
7867,treino
7868,teste
7869,validacao
7870,treino
7871,validacao
7872,teste
7873,teste
7874,teste
7875,teste
7876,treino
7877,treino
7878,treino
7879,treino
7880,validacao
7881,treino
7882,treino
7883,treino
7884,treino
7885,teste
7886,teste
7887,treino
7888,validacao
7889,validacao
7890,treino
7891,treino
7892,validacao
7893,validacao
7894,teste
7895,validacao
7896,treino
7897,treino
7898,treino
7899,validacao
7900,treino
7901,treino
7902,treino
7903,treino
7904,treino
7905,treino
7906,validacao
7907,treino
7908,treino
7909,treino
7910,treino
7911,treino
7912,validacao
7913,validacao
7914,treino
7915,validacao
7916,teste
7917,treino
7918,treino
7919,treino
7920,teste
7921,treino
7922,treino
7923,validacao
7924,treino
7925,treino
7926,treino
7927,treino
7928,treino
7929,teste
7930,treino
7931,treino
7932,treino
7933,validacao
7934,treino
7935,treino
7936,treino
7937,validacao
7938,treino
7939,validacao
7940,treino
7941,teste
7942,validacao
7943,teste
7944,treino
7945,validacao
7946,validacao
7947,treino
7948,teste
7949,treino
7950,treino
7951,teste
7952,treino
7953,treino
7954,validacao
7955,treino
7956,treino
7957,teste
7958,treino
7959,treino
7960,validacao
7961,treino
7962,treino
7963,treino
7964,treino
7965,validacao
7966,treino
7967,teste
7968,teste
7969,treino
7970,treino
7971,treino
7972,treino
7973,teste
7974,teste
7975,treino
7976,treino
7977,treino
7978,treino
7979,teste
7980,treino
7981,treino
7982,treino
7983,teste
7984,treino
7985,treino
7986,teste
7987,teste
7988,treino
7989,validacao
7990,treino
7991,treino
7992,validacao
7993,teste
7994,teste
7995,treino
7996,treino
7997,treino
7998,teste
7999,treino
8000,validacao
8001,treino
8002,treino
8003,validacao
8004,validacao
8005,treino
8006,teste
8007,validacao
8008,validacao
8009,validacao
8010,validacao
8011,treino
8012,validacao
8013,validacao
8014,validacao
8015,teste
8016,teste
8017,treino
8018,treino
8019,treino
8020,treino
8021,validacao
8022,teste
8023,validacao
8024,teste
8025,treino
8026,teste
8027,treino
8028,validacao
8029,validacao
8030,treino
8031,teste
8032,teste
8033,validacao
8034,treino
8035,treino
8036,teste
8037,treino
8038,treino
8039,treino
8040,validacao
8041,treino
8042,treino
8043,validacao
8044,treino
8045,treino
8046,validacao
8047,treino
8048,validacao
8049,treino
8050,treino
8051,treino
8052,treino
8053,treino
8054,treino
8055,teste
8056,treino
8057,validacao
8058,treino
8059,treino
8060,treino
8061,treino
8062,treino
8063,teste
8064,treino
8065,validacao
8066,validacao
8067,treino
8068,treino
8069,validacao
8070,validacao
8071,validacao
8072,treino
8073,treino
8074,treino
8075,validacao
8076,treino
8077,validacao
8078,teste
8079,teste
8080,treino
8081,treino
8082,treino
8083,treino
8084,treino
8085,teste
8086,teste
8087,treino
8088,treino
8089,validacao
8090,treino
8091,teste
8092,teste
8093,treino
8094,validacao
8095,validacao
8096,treino
8097,treino
8098,validacao
8099,treino
8100,treino
8101,treino
8102,treino
8103,treino
8104,treino
8105,validacao
8106,teste
8107,teste
8108,teste
8109,treino
8110,treino
8111,teste
8112,treino
8113,teste
8114,treino
8115,treino
8116,teste
8117,treino
8118,treino
8119,treino
8120,treino
8121,treino
8122,treino
8123,treino
8124,treino
8125,treino
8126,treino
8127,validacao
8128,treino
8129,treino
8130,teste
8131,validacao
8132,treino
8133,teste
8134,treino
8135,teste
8136,teste
8137,validacao
8138,treino
8139,treino
8140,treino
8141,validacao
8142,treino
8143,treino
8144,treino
8145,treino
8146,teste
8147,validacao
8148,treino
8149,validacao
8150,teste
8151,teste
8152,teste
8153,treino
8154,treino
8155,treino
8156,treino
8157,treino
8158,validacao
8159,treino
8160,treino
8161,teste
8162,treino
8163,teste
8164,validacao
8165,treino
8166,teste
8167,treino
8168,treino
8169,validacao
8170,teste
8171,treino
8172,teste
8173,treino
8174,treino
8175,treino
8176,treino
8177,validacao
8178,treino
8179,validacao
8180,treino
8181,teste
8182,validacao
8183,treino
8184,treino
8185,treino
8186,treino
8187,validacao
8188,treino
8189,validacao
8190,validacao
8191,treino
8192,treino
8193,validacao
8194,teste
8195,teste
8196,validacao
8197,teste
8198,validacao
8199,treino
8200,validacao
8201,validacao
8202,treino
8203,treino
8204,treino
8205,treino
8206,validacao
8207,teste
8208,treino
8209,treino
8210,teste
8211,treino
8212,teste
8213,validacao
8214,treino
8215,treino
8216,validacao
8217,treino
8218,treino
8219,treino
8220,treino
8221,validacao
8222,teste
8223,validacao
8224,treino
8225,treino
8226,treino
8227,treino
8228,validacao
8229,treino
8230,validacao
8231,validacao
8232,treino
8233,treino
8234,treino
8235,treino
8236,treino
8237,treino
8238,treino
8239,validacao
8240,treino
8241,validacao
8242,treino
8243,treino
8244,validacao
8245,teste
8246,teste
8247,validacao
8248,teste
8249,treino
8250,teste
8251,teste
8252,treino
8253,treino
8254,treino
8255,treino
8256,treino
8257,treino
8258,treino
8259,treino
8260,treino
8261,treino
8262,treino
8263,teste
8264,treino
8265,validacao
8266,treino
8267,validacao
8268,treino
8269,treino
8270,teste
8271,treino
8272,treino
8273,treino
8274,treino
8275,treino
8276,treino
8277,teste
8278,treino
8279,validacao
8280,teste
8281,validacao
8282,validacao
8283,treino
8284,treino
8285,treino
8286,teste
8287,teste
8288,treino
8289,teste
8290,validacao
8291,teste
8292,treino
8293,treino
8294,teste
8295,treino
8296,teste
8297,treino
8298,treino
8299,teste
8300,treino
8301,teste
8302,treino
8303,teste
8304,treino
8305,validacao
8306,validacao
8307,treino
8308,teste
8309,treino
8310,teste
8311,treino
8312,teste
8313,treino
8314,teste
8315,teste
8316,treino
8317,treino
8318,teste
8319,treino
8320,treino
8321,teste
8322,treino
8323,treino
8324,validacao
8325,teste
8326,treino
8327,treino
8328,treino
8329,treino
8330,treino
8331,treino
8332,treino
8333,validacao
8334,treino
8335,treino
8336,treino
8337,treino
8338,treino
8339,treino
8340,teste
8341,treino
8342,treino
8343,treino
8344,treino
8345,treino
8346,teste
8347,treino
8348,treino
8349,teste
8350,treino
8351,treino
8352,teste
8353,treino
8354,treino
8355,treino
8356,validacao
8357,validacao
8358,validacao
8359,teste
8360,validacao
8361,treino
8362,teste
8363,treino
8364,treino
8365,teste
8366,validacao
8367,teste
8368,validacao
8369,treino
8370,validacao
8371,treino
8372,teste
8373,treino
8374,treino
8375,validacao
8376,treino
8377,treino
8378,validacao
8379,teste
8380,validacao
8381,treino
8382,teste
8383,treino
8384,validacao
8385,validacao
8386,treino
8387,treino
8388,treino
8389,treino
8390,teste
8391,teste
8392,validacao
8393,treino
8394,treino
8395,treino
8396,treino
8397,treino
8398,treino
8399,validacao
8400,treino
8401,treino
8402,treino
8403,treino
8404,treino
8405,treino
8406,teste
8407,treino
8408,treino
8409,treino
8410,treino
8411,treino
8412,validacao
8413,treino
8414,treino
8415,validacao
8416,validacao
8417,treino
8418,treino
8419,treino
8420,teste
8421,treino
8422,treino
8423,treino
8424,validacao
8425,treino
8426,validacao
8427,teste
8428,validacao
8429,treino
8430,teste
8431,treino
8432,treino
8433,treino
8434,treino
8435,treino
8436,treino
8437,validacao
8438,validacao
8439,treino
8440,treino
8441,teste
8442,validacao
8443,validacao
8444,treino
8445,treino
8446,teste
8447,treino
8448,teste
8449,treino
8450,treino
8451,treino
8452,treino
8453,validacao
8454,treino
8455,treino
8456,treino
8457,validacao
8458,treino
8459,treino
8460,treino
8461,teste
8462,treino
8463,teste
8464,treino
8465,teste
8466,teste
8467,treino
8468,treino
8469,treino
8470,teste
8471,treino
8472,validacao
8473,teste
8474,treino
8475,teste
8476,treino
8477,treino
8478,validacao
8479,validacao
8480,treino
8481,treino
8482,treino
8483,teste
8484,teste
8485,treino
8486,teste
8487,treino
8488,treino
8489,teste
8490,validacao
8491,treino
8492,treino
8493,treino
8494,validacao
8495,treino
8496,treino
8497,treino
8498,treino
8499,treino
8500,treino
8501,teste
8502,treino
8503,treino
8504,treino
8505,teste
8506,teste
8507,teste
8508,validacao
8509,validacao
8510,treino
8511,treino
8512,validacao
8513,treino
8514,teste
8515,validacao
8516,treino
8517,treino
8518,treino
8519,validacao
8520,teste
8521,teste
8522,treino
8523,validacao
8524,validacao
8525,teste
8526,teste
8527,treino
8528,validacao
8529,treino
8530,treino
8531,treino
8532,teste
8533,treino
8534,teste
8535,treino
8536,treino
8537,teste
8538,teste
8539,validacao
8540,teste
8541,treino
8542,teste
8543,treino
8544,teste
8545,treino
8546,treino
8547,treino
8548,validacao
8549,treino
8550,teste
8551,treino
8552,treino
8553,treino
8554,treino
8555,treino
8556,treino
8557,teste
8558,treino
8559,treino
8560,treino
8561,validacao
8562,validacao
8563,treino
8564,validacao
8565,treino
8566,validacao
8567,treino
8568,treino
8569,treino
8570,teste
8571,teste
8572,treino
8573,treino
8574,validacao
8575,treino
8576,treino
8577,treino
8578,treino
8579,validacao
8580,treino
8581,validacao
8582,treino
8583,teste
8584,teste
8585,treino
8586,validacao
8587,validacao
8588,treino
8589,treino
8590,treino
8591,treino
8592,treino
8593,validacao
8594,validacao
8595,treino
8596,treino
8597,validacao
8598,treino
8599,treino
8600,treino
8601,teste
8602,treino
8603,validacao
8604,teste
8605,treino
8606,treino
8607,treino
8608,teste
8609,treino
8610,validacao
8611,validacao
8612,validacao
8613,teste
8614,validacao
8615,treino
8616,treino
8617,treino
8618,validacao
8619,validacao
8620,treino
8621,teste
8622,treino
8623,teste
8624,treino
8625,treino
8626,teste
8627,treino
8628,treino
8629,treino
8630,treino
8631,validacao
8632,treino
8633,treino
8634,teste
8635,treino
8636,treino
8637,teste
8638,treino
8639,teste
8640,treino
8641,treino
8642,treino
8643,teste
8644,validacao
8645,treino
8646,teste
8647,treino
8648,treino
8649,treino
8650,teste
8651,treino
8652,treino
8653,teste
8654,treino
8655,teste
8656,validacao
8657,validacao
8658,treino
8659,treino
8660,treino
8661,treino
8662,validacao
8663,treino
8664,validacao
8665,treino
8666,treino
8667,teste
8668,validacao
8669,treino
8670,treino
8671,teste
8672,teste
8673,validacao
8674,validacao
8675,treino
8676,treino
8677,treino
8678,teste
8679,treino
8680,treino
8681,treino
8682,treino
8683,treino
8684,validacao
8685,treino
8686,treino
8687,validacao
8688,treino
8689,teste
8690,treino
8691,validacao
8692,treino
8693,treino
8694,teste
8695,validacao
8696,treino
8697,validacao
8698,treino
8699,validacao
8700,treino
8701,treino
8702,validacao
8703,validacao
8704,treino
8705,teste
8706,treino
8707,treino
8708,teste
8709,teste
8710,treino
8711,validacao
8712,validacao
8713,treino
8714,treino
8715,validacao
8716,treino
8717,treino
8718,validacao
8719,treino
8720,validacao
8721,validacao
8722,treino
8723,teste
8724,teste
8725,treino
8726,treino
8727,treino
8728,validacao
8729,treino
8730,treino
8731,teste
8732,treino
8733,treino
8734,treino
8735,treino
8736,validacao
8737,validacao
8738,treino
8739,teste
8740,treino
8741,treino
8742,treino
8743,teste
8744,teste
8745,teste
8746,treino
8747,treino
8748,treino
8749,teste
8750,teste
8751,validacao
8752,teste
8753,treino
8754,treino
8755,treino
8756,treino
8757,validacao
8758,treino
8759,treino
8760,teste
8761,teste
8762,validacao
8763,treino
8764,treino
8765,treino
8766,teste
8767,treino
8768,validacao
8769,treino
8770,treino
8771,treino
8772,treino
8773,treino
8774,treino
8775,treino
8776,treino
8777,treino
8778,treino
8779,treino
8780,validacao
8781,treino
8782,treino
8783,treino
8784,validacao
8785,validacao
8786,treino
8787,treino
8788,teste
8789,validacao
8790,treino
8791,treino
8792,validacao
8793,teste
8794,validacao
8795,treino
8796,treino
8797,treino
8798,treino
8799,treino
8800,teste
8801,treino
8802,teste
8803,treino
8804,treino
8805,teste
8806,treino
8807,treino
8808,validacao
8809,treino
8810,treino
8811,treino
8812,treino
8813,teste
8814,treino
8815,treino
8816,treino
8817,treino
8818,treino
8819,treino
8820,treino
8821,treino
8822,treino
8823,treino
8824,validacao
8825,treino
8826,treino
8827,teste
8828,teste
8829,treino
8830,validacao
8831,treino
8832,teste
8833,treino
8834,treino
8835,teste
8836,validacao
8837,treino
8838,treino
8839,teste
8840,treino
8841,treino
8842,treino
8843,teste
8844,treino
8845,teste
8846,validacao
8847,teste
8848,treino
8849,validacao
8850,teste
8851,treino
8852,treino
8853,validacao
8854,treino
8855,treino
8856,treino
8857,validacao
8858,treino
8859,treino
8860,validacao
8861,treino
8862,treino
8863,validacao
8864,treino
8865,treino
8866,teste
8867,validacao
8868,validacao
8869,treino
8870,treino
8871,teste
8872,treino
8873,treino
8874,treino
8875,treino
8876,treino
8877,treino
8878,validacao
8879,validacao
8880,treino
8881,treino
8882,validacao
8883,validacao
8884,teste
8885,treino
8886,treino
8887,validacao
8888,teste
8889,treino
8890,treino
8891,validacao
8892,treino
8893,treino
8894,teste
8895,treino
8896,teste
8897,teste
8898,treino
8899,validacao
8900,treino
8901,validacao
8902,teste
8903,treino
8904,treino
8905,treino
8906,treino
8907,treino
8908,treino
8909,teste
8910,treino
8911,treino
8912,teste
8913,treino
8914,validacao
8915,validacao
8916,treino
8917,treino
8918,treino
8919,treino
8920,validacao
8921,treino
8922,validacao
8923,treino
8924,treino
8925,treino
8926,teste
8927,treino
8928,treino
8929,validacao
8930,treino
8931,treino
8932,treino
8933,validacao
8934,teste
8935,teste
8936,treino
8937,treino
8938,validacao
8939,treino
8940,teste
8941,treino
8942,treino
8943,treino
8944,treino
8945,teste
8946,treino
8947,treino
8948,treino
8949,validacao
8950,treino
8951,treino
8952,treino
8953,treino
8954,treino
8955,treino
8956,treino
8957,validacao
8958,teste
8959,treino
8960,treino
8961,treino
8962,treino
8963,teste
8964,treino
8965,teste
8966,validacao
8967,validacao
8968,teste
8969,treino
8970,treino
8971,treino
8972,teste
8973,treino
8974,validacao
8975,treino
8976,teste
8977,teste
8978,treino
8979,treino
8980,teste
8981,treino
8982,treino
8983,treino
8984,teste
8985,treino
8986,treino
8987,teste
8988,validacao
8989,validacao
8990,treino
8991,validacao
8992,teste
8993,treino
8994,treino
8995,treino
8996,treino
8997,treino
8998,teste
8999,treino
9000,treino
9001,treino
9002,teste
9003,treino
9004,treino
9005,treino
9006,treino
9007,treino
9008,treino
9009,teste
9010,validacao
9011,treino
9012,treino
9013,treino
9014,treino
9015,treino
9016,teste
9017,teste
9018,treino
9019,treino
9020,teste
9021,treino
9022,treino
9023,validacao
9024,teste
9025,treino
9026,teste
9027,treino
9028,treino
9029,validacao
9030,validacao
9031,treino
9032,teste
9033,treino
9034,treino
9035,validacao
9036,validacao
9037,treino
9038,teste
9039,teste
9040,treino
9041,treino
9042,treino
9043,teste
9044,teste
9045,treino
9046,treino
9047,treino
9048,treino
9049,treino
9050,validacao
9051,treino
9052,treino
9053,treino
9054,validacao
9055,teste
9056,treino
9057,treino
9058,validacao
9059,treino
9060,treino
9061,treino
9062,treino
9063,treino
9064,treino
9065,treino
9066,treino
9067,validacao
9068,teste
9069,treino
9070,teste
9071,treino
9072,teste
9073,treino
9074,validacao
9075,validacao
9076,teste
9077,teste
9078,validacao
9079,treino
9080,teste
9081,treino
9082,treino
9083,validacao
9084,treino
9085,validacao
9086,treino
9087,treino
9088,validacao
9089,validacao
9090,validacao
9091,treino
9092,teste
9093,validacao
9094,treino
9095,treino
9096,treino
9097,treino
9098,validacao
9099,treino
9100,treino
9101,treino
9102,treino
9103,treino
9104,treino
9105,teste
9106,treino
9107,treino
9108,treino
9109,teste
9110,teste
9111,validacao
9112,treino
9113,treino
9114,treino
9115,teste
9116,treino
9117,validacao
9118,treino
9119,validacao
9120,treino
9121,treino
9122,treino
9123,teste
9124,validacao
9125,validacao
9126,treino
9127,teste
9128,teste
9129,treino
9130,validacao
9131,teste
9132,treino
9133,treino
9134,validacao
9135,treino
9136,teste
9137,treino
9138,teste
9139,validacao
9140,treino
9141,validacao
9142,treino
9143,treino
9144,treino
9145,validacao
9146,treino
9147,teste
9148,treino
9149,validacao
9150,treino
9151,treino
9152,treino
9153,treino
9154,treino
9155,treino
9156,validacao
9157,treino
9158,validacao
9159,validacao
9160,teste
9161,teste
9162,treino
9163,treino
9164,treino
9165,treino
9166,treino
9167,treino
9168,treino
9169,treino
9170,validacao
9171,treino
9172,treino
9173,treino
9174,treino
9175,teste
9176,treino
9177,treino
9178,treino
9179,treino
9180,treino
9181,treino
9182,teste
9183,treino
9184,treino
